Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
19/10/2024,2,"COOPER, T.",00:21:06,11,5,5,100,3,4,75,0,1,0,0,1,1,0,0,0,0,2,4,5
19/10/2024,4,"STENTA, N.",00:08:38,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
19/10/2024,5,"GUERRERO, J.",00:18:17,6,0,0,0,0,2,0,2,4,50,2,0,2,3,0,0,-1,2,2,1
19/10/2024,8,"ANDERSON, A.",00:23:44,7,1,2,50,0,4,0,2,6,33,0,2,2,3,1,1,0,2,1,2
19/10/2024,9,"TORRIANI, M.",00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/10/2024,10,"PIÑERO, F.",00:14:29,4,2,2,100,1,2,50,0,0,0,0,0,0,0,0,0,0,3,2,2
19/10/2024,11,"VILDOZA, J.",00:29:23,4,2,2,100,1,5,20,0,4,0,1,3,4,5,0,1,2,1,4,4
19/10/2024,12,"DELIA, M.",00:23:03,8,0,2,0,4,6,66,0,0,0,2,3,5,1,0,0,1,1,1,2
19/10/2024,17,"VEGA, S.",00:15:39,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,5,4,1
19/10/2024,19,"IBARGUEN, A.",00:16:39,9,5,6,83,2,2,100,0,0,0,1,1,2,0,0,0,1,0,1,4
19/10/2024,44,"CUELLO, M.",00:28:44,18,2,4,50,5,8,62,2,3,66,0,5,5,4,0,1,2,0,1,4
19/10/2024,77,"CIFUENTES, F.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
