Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
08/10/2024,1,"PUCCIO, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/10/2024,3,"BASUALDO, I.",00:20:35,7,1,6,16,3,3,100,0,0,0,1,5,6,6,0,0,3,1,4,5
08/10/2024,4,"PEREZ, L.",00:34:44,11,6,6,100,1,4,25,1,7,14,0,2,2,4,0,0,0,4,4,5
08/10/2024,5,"NESCI, V.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/10/2024,6,"ROCA, T.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/10/2024,8,"LATORRE, L.",00:07:38,2,0,0,0,1,1,100,0,3,0,0,1,1,0,0,0,0,0,1,0
08/10/2024,9,"VALDIVIESO, A.",00:03:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
08/10/2024,12,"RUTENBERG, F.",00:21:12,4,0,0,0,2,5,40,0,1,0,0,6,6,1,0,0,2,1,1,2
08/10/2024,13,"CORDOBA, G.",00:21:59,6,0,0,0,0,2,0,2,3,66,1,5,6,1,1,1,1,1,3,2
08/10/2024,16,"LUGO, S.",00:37:34,19,0,0,0,5,8,62,3,8,37,3,2,5,0,0,0,2,1,2,2
08/10/2024,17,"ALORDA, F.",00:19:25,9,3,4,75,3,5,60,0,0,0,2,1,3,0,0,1,1,1,3,2
08/10/2024,77,"GRUN, F.",00:33:43,5,0,0,0,1,3,33,1,5,20,1,6,7,4,0,0,0,5,1,2
