Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
7/11/2024,1,"WALTON, Z.",00:16:20,7,0,0,0,2,2,100,1,3,33,1,1,2,0,0,0,1,2,1,1
7/11/2024,4,"MAINOLDI, L.",00:26:22,2,2,2,100,0,2,0,0,6,0,0,6,6,1,0,0,2,1,0,3
7/11/2024,5,"LOCKETT, P.",00:30:36,10,0,2,0,5,7,71,0,1,0,5,2,7,3,0,0,3,0,3,2
7/11/2024,6,"RIVERO, F.",00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/11/2024,9,"FACELLO, A.",00:16:00,7,2,4,50,1,2,50,1,4,25,1,2,3,0,0,0,1,1,4,4
7/11/2024,10,"ALIENDE, G.",00:24:00,13,3,4,75,2,3,66,2,3,66,0,2,2,0,0,0,0,0,4,2
7/11/2024,11,"PEREZ, S.",00:16:18,3,0,0,0,0,3,0,1,5,20,0,2,2,2,0,0,0,1,1,1
7/11/2024,12,"MORALES, J.",00:30:20,4,0,0,0,2,4,50,0,4,0,1,1,2,0,0,0,0,1,1,0
7/11/2024,13,"MARTINEZ, C.",00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/11/2024,14,"MORALES, A.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/11/2024,22,"DEFELIPPO, J.",00:24:46,12,5,6,83,2,4,50,1,4,25,1,5,6,1,0,0,3,4,2,5
7/11/2024,33,"SHRIVER, D.",00:15:01,6,0,0,0,0,0,0,2,3,66,0,3,3,0,0,0,0,1,5,1
