Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
31/10/2024,1,"VILDOZA, L.",00:25:12,0,0,0,0,0,1,0,0,5,0,0,3,3,3,0,0,2,1,5,1
31/10/2024,2,"AALIYA, L.",00:22:01,10,2,4,50,4,7,57,0,2,0,0,5,5,1,0,0,0,0,4,3
31/10/2024,3,"MOUSSA, F.",00:14:04,4,0,0,0,2,2,100,0,1,0,0,0,0,1,0,1,2,0,2,0
31/10/2024,4,"NEGRETE, A.",00:29:34,17,0,2,0,7,12,58,1,5,20,2,7,9,1,0,0,1,1,1,2
31/10/2024,5,"GUERRERO, J.",00:02:51,1,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31/10/2024,6,"COPELLO, N.",00:22:23,12,0,0,0,3,4,75,2,6,33,1,2,3,4,0,0,1,3,1,2
31/10/2024,9,"LUGARINI, B.",00:14:11,2,0,0,0,1,3,33,0,2,0,1,1,2,2,0,0,0,0,5,0
31/10/2024,10,"POMOLI, N.",00:23:02,21,7,11,63,4,7,57,2,5,40,1,4,5,2,1,1,1,0,2,10
31/10/2024,13,"MONACCHI, T.",00:26:34,14,3,4,75,4,6,66,1,2,50,3,5,8,1,0,0,2,0,4,3
31/10/2024,14,"SAIZ, J.",00:18:55,6,0,0,0,3,3,100,0,0,0,0,4,4,1,0,0,1,1,0,0
31/10/2024,19,"FERRI, V.",00:00:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/10/2024,20,"BARROS, A.",00:00:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
