Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
30/10/2024,1,"BELL, R.",00:15:01,5,0,0,0,1,2,50,1,4,25,0,1,1,0,0,0,0,0,4,2
30/10/2024,3,"GUERRA, Y.",00:01:34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30/10/2024,7,"KONSZTADT, A.",00:28:55,14,0,0,0,1,2,50,4,7,57,1,7,8,4,0,0,0,3,2,1
30/10/2024,8,"CABOT, M.",00:23:34,4,1,2,50,0,0,0,1,4,25,1,0,1,2,0,0,1,2,1,2
30/10/2024,9,"BOMBINO, P.",00:30:39,16,0,1,0,8,10,80,0,0,0,3,5,8,0,0,0,1,3,3,2
30/10/2024,13,"HURE, D.",00:22:22,16,0,0,0,2,6,33,4,7,57,0,4,4,0,0,0,1,0,4,2
30/10/2024,16,"BORSATTI, M.",00:05:55,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,2,0
30/10/2024,22,"CHAMORRO, F.",00:12:27,3,1,2,50,1,2,50,0,1,0,1,2,3,3,0,0,1,3,2,2
30/10/2024,30,"COSOLITO, M.",00:33:21,13,2,2,100,1,2,50,3,8,37,0,4,4,5,0,0,0,3,3,4
30/10/2024,44,"ASTULFI, S.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/10/2024,85,"MITCHELL, T.",00:26:11,8,1,2,50,2,6,33,1,5,20,1,7,8,0,0,0,1,0,4,3
30/10/2024,89,"FABBRONI, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
