Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
23/10/2024,1,"CECI, M.",00:00:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/10/2024,5,"DIGGS, A.",00:16:16,8,6,8,75,1,4,25,0,0,0,0,1,1,1,0,0,0,0,2,4
23/10/2024,6,"APREA, J.",00:23:44,13,3,4,75,5,6,83,0,0,0,3,7,10,1,0,0,0,0,1,2
23/10/2024,7,"CAPPONI, F.",00:23:08,13,1,3,33,0,1,0,4,6,66,1,4,5,0,0,0,0,1,4,3
23/10/2024,9,"MERCHANT, E.",00:36:52,0,0,2,0,0,6,0,0,1,0,0,9,9,2,1,0,0,0,5,2
23/10/2024,11,"GOMEZ, C.",00:31:17,10,5,6,83,1,8,12,1,4,25,2,4,6,8,0,1,1,2,2,7
23/10/2024,13,"MAGGI, A.",00:22:23,12,3,5,60,3,3,100,1,5,20,1,5,6,0,0,1,0,0,3,3
23/10/2024,15,"SAFAR, S.",00:16:52,17,5,6,83,0,2,0,4,9,44,0,3,3,2,0,0,1,1,1,5
23/10/2024,21,"SCIAMANNA, G.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/10/2024,22,"FRAGA, L.",00:10:58,8,3,3,100,1,1,100,1,3,33,0,1,1,0,0,0,0,1,4,2
23/10/2024,26,"DEL DO , F.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/10/2024,33,"PIÑERO, P.",00:17:37,6,0,0,0,0,1,0,2,5,40,1,3,4,1,0,0,0,0,2,0
