Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
10/10/2024,4,"JARA, C.",00:19:50,16,4,4,100,3,4,75,2,5,40,1,0,1,1,0,0,0,1,1,2
10/10/2024,5,"CABRERA, M.",00:22:54,15,4,4,100,1,3,33,3,7,42,0,4,4,7,0,1,0,0,2,8
10/10/2024,6,"MARCUCCI, N.",00:20:12,13,1,3,33,3,6,50,2,5,40,1,1,2,1,0,0,0,0,1,3
10/10/2024,7,"BARRIONUEVO, F.",00:14:40,8,3,5,60,1,1,100,1,2,50,0,5,5,0,1,0,0,3,4,4
10/10/2024,9,"GARCIA, J.",00:08:19,6,0,0,0,3,3,100,0,2,0,1,1,2,0,0,0,0,0,1,0
10/10/2024,10,"PAUTASSO, A.",00:22:14,6,2,2,100,2,2,100,0,5,0,1,6,7,2,0,0,3,1,2,2
10/10/2024,11,"CAFFARO, E.",00:07:42,2,2,2,100,0,1,0,0,1,0,1,2,3,0,0,0,1,0,1,1
10/10/2024,12,"NALLY, J.",00:20:59,4,0,0,0,2,5,40,0,0,0,1,3,4,0,0,1,0,1,3,0
10/10/2024,15,"OBENG, Y.",00:16:43,5,2,2,100,0,1,0,1,2,50,0,7,7,0,0,0,1,0,0,1
10/10/2024,19,"VALLEJOS, R.",00:24:17,12,2,2,100,2,5,40,2,3,66,0,1,1,2,0,1,2,0,1,1
10/10/2024,20,"DIAZ, J.",00:10:26,3,1,2,50,1,1,100,0,0,0,0,2,2,1,0,0,0,0,1,1
10/10/2024,27,"FILIPPETTI, E.",00:11:44,14,2,2,100,6,6,100,0,0,0,1,2,3,0,0,0,4,1,1,2
