Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
8/11/2024,1,"CECI, M.",00:01:11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8/11/2024,5,"DIGGS, A.",00:17:56,8,4,4,100,2,7,28,0,1,0,0,9,9,1,0,0,0,2,4,4
8/11/2024,6,"APREA, J.",00:22:04,4,2,2,100,1,6,16,0,0,0,1,4,5,1,0,0,1,0,1,2
8/11/2024,7,"CAPPONI, F.",00:12:12,8,0,0,0,1,3,33,2,3,66,0,0,0,2,0,1,1,1,0,4
8/11/2024,9,"MERCHANT, E.",00:30:14,10,0,0,0,5,12,41,0,3,0,1,10,11,1,0,0,1,2,2,1
8/11/2024,11,"GOMEZ, C.",00:28:30,9,2,2,100,2,5,40,1,1,100,1,0,1,2,0,1,2,2,4,2
8/11/2024,13,"MAGGI, A.",00:14:24,2,0,0,0,1,3,33,0,1,0,1,4,5,0,0,0,0,1,2,0
8/11/2024,15,"SAFAR, S.",00:27:48,11,0,0,0,1,5,20,3,6,50,0,1,1,3,0,0,2,1,2,1
8/11/2024,22,"FRAGA, L.",00:20:41,5,2,2,100,0,0,0,1,3,33,0,0,0,1,0,0,0,1,2,0
8/11/2024,24,"RUIZ, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/2024,26,"DEL DO , F.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/2024,33,"PIÑERO, P.",00:25:00,13,0,0,0,2,2,100,3,6,50,1,2,3,0,0,0,0,0,3,1
