Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
1/11/2024,2,"SALOMON, N.",00:00:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/11/2024,3,"BASUALDO, I.",00:29:56,10,2,6,33,4,7,57,0,0,0,1,6,7,6,0,0,5,3,4,4
1/11/2024,6,"ROCA, T.",00:11:02,3,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,0,0,2,1
1/11/2024,8,"LATORRE, L.",00:33:30,14,1,2,50,2,2,100,3,4,75,0,2,2,3,0,0,0,1,1,2
1/11/2024,9,"VALDIVIESO, A.",00:11:42,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,1,3,1
1/11/2024,10,"ACTIS, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/11/2024,13,"CORDOBA, G.",00:34:29,9,0,0,0,3,4,75,1,3,33,1,10,11,2,0,1,2,0,3,2
1/11/2024,16,"LUGO, S.",00:33:10,10,4,4,100,3,6,50,0,6,0,2,0,2,6,1,0,3,4,2,2
1/11/2024,17,"ALORDA, F.",00:10:04,3,3,6,50,0,4,0,0,0,0,0,1,1,0,0,1,0,0,1,3
1/11/2024,77,"GRUN, F.",00:35:26,24,5,7,71,5,9,55,3,12,25,1,3,4,0,0,0,0,4,4,5
