Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
15/10/2024,0,"IANGUAS, P.",00:23:44,8,2,2,100,3,7,42,0,0,0,5,4,9,0,1,0,0,2,2,2
15/10/2024,1,"BOND, T.",00:34:35,17,6,7,85,4,10,40,1,4,25,2,2,4,2,0,1,1,1,1,5
15/10/2024,2,"THYGESEN, F.",00:22:15,8,0,0,0,1,3,33,2,5,40,3,2,5,1,0,0,1,1,5,3
15/10/2024,4,"NOBLEGA, J.",00:14:04,3,0,0,0,0,0,0,1,3,33,0,1,1,3,0,0,1,0,3,0
15/10/2024,7,"JARA, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/10/2024,8,"BARRALES, S.",00:29:31,6,0,2,0,0,1,0,2,6,33,2,3,5,4,0,0,0,0,2,1
15/10/2024,9,"GONCALVES, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/10/2024,10,"GOICOECHEA, M.",00:00:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/10/2024,11,"MORALES, J.",00:22:38,11,4,4,100,2,4,50,1,3,33,0,3,3,1,0,0,1,2,5,2
15/10/2024,14,"BANYARD, N.",00:20:19,13,8,10,80,1,3,33,1,2,50,0,5,5,0,1,0,0,2,4,5
15/10/2024,21,"MAZZUCCHELLI, S.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/10/2024,23,"FLOR, E.",00:32:36,17,2,4,50,0,0,0,5,11,45,0,2,2,3,0,0,0,2,4,4
