Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
9/11/2024,1,"CLARKE, C.",00:25:25,8,0,0,0,1,1,100,2,4,50,1,3,4,0,0,0,0,1,1,1
9/11/2024,2,"INYACO, F.",00:24:23,14,0,0,0,4,8,50,2,6,33,0,5,5,1,1,1,3,1,0,2
9/11/2024,3,"FIELDS, C.",00:24:53,5,0,0,0,1,4,25,1,6,16,1,2,3,1,0,0,0,1,2,0
9/11/2024,6,"MATA, M.",00:22:34,2,0,0,0,1,3,33,0,3,0,0,3,3,1,1,0,1,1,0,0
9/11/2024,9,"MADRIGAL, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/2024,10,"SMANIOTTI, F.",00:16:57,8,3,3,100,1,4,25,1,4,25,3,1,4,1,0,0,0,1,3,2
9/11/2024,12,"VENEGAS, J.",00:19:12,8,0,0,0,4,5,80,0,2,0,2,2,4,3,0,0,3,3,2,1
9/11/2024,13,"BARRAL, P.",00:20:48,10,0,1,0,5,6,83,0,3,0,0,2,2,3,0,0,0,3,1,3
9/11/2024,17,"DIGON, A.",00:05:47,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0
9/11/2024,24,"LOPEZ, J.",00:21:12,2,0,2,0,1,1,100,0,0,0,1,1,2,0,0,0,0,0,2,2
9/11/2024,30,"CHAPERO, T.",00:18:48,2,0,0,0,1,5,20,0,0,0,0,2,2,0,1,2,0,0,0,0
9/11/2024,88,"RESPAUD, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
