Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
07/10/2024,2,"ARAUJO, M.",00:18:05,3,0,0,0,0,1,0,1,1,100,0,0,0,0,0,0,0,0,1,0
07/10/2024,4,"BUENDIA, C.",00:07:57,1,1,2,50,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,3
07/10/2024,10,"MONTERO, J.",00:23:27,2,2,2,100,0,0,0,0,2,0,0,0,0,3,0,0,1,2,0,2
07/10/2024,13,"ARN BUSTAMANTE, L.",00:30:14,12,1,2,50,1,4,25,3,8,37,0,1,1,4,0,0,0,0,2,3
07/10/2024,17,"MARCONETTI, S.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/10/2024,20,"LEMA, L.",00:36:50,10,3,4,75,2,6,33,1,3,33,0,7,7,2,0,1,1,1,3,5
07/10/2024,21,"VALFRE, F.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/10/2024,22,"MAIDANA, J.",00:12:56,6,0,0,0,3,3,100,0,0,0,1,2,3,0,0,0,0,0,3,0
07/10/2024,31,"BERNABEI, L.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/10/2024,32,"BUEMO, C.",00:36:30,15,0,0,0,6,10,60,1,7,14,1,1,2,1,0,0,1,2,3,2
07/10/2024,55,"TOMATIS, T.",00:01:53,2,2,2,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
07/10/2024,77,"OBERTO, J.",00:32:08,18,2,2,100,8,11,72,0,1,0,3,6,9,0,2,0,0,2,4,1
