Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
12/11/2024,2,"GONZALEZ, M.",00:01:16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12/11/2024,4,"LEZCANO, E.",00:25:11,3,1,1,100,1,4,25,0,2,0,0,2,2,3,0,0,0,1,1,3
12/11/2024,5,"LADO, M.",00:19:09,4,0,2,0,2,2,100,0,0,0,1,1,2,1,0,0,0,1,0,2
12/11/2024,6,"MARTINEZ, J.",00:21:12,0,0,0,0,0,1,0,0,2,0,0,1,1,4,0,0,1,1,5,1
12/11/2024,7,"ROVERES, A.",00:04:30,1,1,2,50,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,1
12/11/2024,9,"RODRIGUEZ, F.",00:21:12,1,1,2,50,0,0,0,0,4,0,0,2,2,1,0,0,0,0,3,1
12/11/2024,12,"GALLEGOS, R.",00:24:39,28,6,8,75,5,7,71,4,7,57,0,3,3,1,0,0,0,2,3,3
12/11/2024,13,"RODRIGUEZ, C.",00:01:42,1,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/11/2024,14,"DIEZ, A.",00:18:47,10,2,2,100,4,8,50,0,0,0,3,2,5,0,0,0,0,1,2,3
12/11/2024,21,"SPANO, T.",00:13:58,5,0,0,0,1,3,33,1,3,33,0,3,3,0,0,0,1,1,2,0
12/11/2024,25,"BETTIGA, L.",00:24:49,8,0,0,0,1,2,50,2,4,50,0,6,6,2,0,0,0,2,2,3
12/11/2024,93,"FIERRO, M.",00:23:34,13,1,1,100,3,4,75,2,5,40,0,4,4,1,0,0,0,1,2,1
