Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
26/10/2024,0,"IANGUAS, P.",00:23:19,6,0,0,0,3,4,75,0,0,0,3,7,10,0,0,0,0,1,1,1
26/10/2024,1,"BOND, T.",00:36:26,15,2,2,100,2,5,40,3,7,42,0,6,6,2,2,0,3,3,4,3
26/10/2024,2,"THYGESEN, F.",00:13:55,3,0,0,0,0,0,0,1,2,50,0,0,0,1,0,0,0,0,2,2
26/10/2024,4,"NOBLEGA, J.",00:11:29,7,2,2,100,1,3,33,1,2,50,0,0,0,1,0,0,0,0,1,1
26/10/2024,7,"JARA, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/10/2024,8,"BARRALES, S.",00:30:40,11,0,0,0,1,1,100,3,5,60,2,0,2,0,0,0,4,1,1,0
26/10/2024,9,"GONCALVES, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/10/2024,10,"GOICOECHEA, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/10/2024,11,"MORALES, J.",00:31:25,10,1,2,50,3,4,75,1,3,33,0,0,0,2,0,1,0,0,4,5
26/10/2024,14,"BANYARD, N.",00:21:08,12,4,5,80,4,6,66,0,0,0,0,2,2,0,2,0,0,4,4,4
26/10/2024,21,"MAZZUCCHELLI, S.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/10/2024,23,"FLOR, E.",00:31:38,15,3,3,100,3,7,42,2,9,22,0,4,4,8,0,0,1,1,3,5
