Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
08/10/2024,1,"BELL, R.",00:31:09,8,1,1,100,2,5,40,1,4,25,0,5,5,4,0,1,4,5,2,3
08/10/2024,3,"GUERRA, Y.",00:14:59,2,0,0,0,1,2,50,0,0,0,0,2,2,0,1,0,1,0,4,1
08/10/2024,7,"KONSZTADT, A.",00:21:43,8,3,4,75,1,2,50,1,3,33,0,1,1,1,0,0,0,1,4,3
08/10/2024,9,"BOMBINO, P.",00:14:11,11,1,2,50,5,7,71,0,0,0,0,1,1,1,1,0,0,2,2,2
08/10/2024,10,"ALESSIO, J.",00:25:49,14,1,3,33,5,7,71,1,3,33,0,4,4,1,0,0,0,1,2,3
08/10/2024,11,"GONZALEZ, U.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/10/2024,13,"HURE, D.",00:31:39,9,2,2,100,2,4,50,1,2,50,1,7,8,4,0,0,1,0,3,1
08/10/2024,16,"BORSATTI, M.",00:08:21,4,0,2,0,2,2,100,0,0,0,0,3,3,0,0,0,0,0,1,1
08/10/2024,18,"ALONSO, F.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/10/2024,22,"CHAMORRO, F.",00:20:08,7,3,3,100,2,2,100,0,2,0,1,4,5,1,0,0,2,0,2,3
08/10/2024,30,"COSOLITO, M.",00:32:01,5,0,0,0,1,4,25,1,6,16,0,1,1,3,0,0,1,1,1,2
08/10/2024,89,"FABBRONI, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
