Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
13/11/2024,2,"JENKINS, J.",00:20:18,10,2,2,100,1,1,100,2,2,100,0,2,2,2,0,0,1,0,1,2
13/11/2024,3,"CHACON, M.",00:14:47,2,0,0,0,1,3,33,0,3,0,0,1,1,1,0,0,0,0,0,0
13/11/2024,5,"DE LOS SANTOS, N.",00:18:05,5,1,1,100,2,7,28,0,2,0,0,1,1,1,0,0,0,1,1,1
13/11/2024,6,"CISNEROS, A.",00:26:30,11,0,0,0,4,4,100,1,4,25,0,4,4,1,1,0,2,0,2,2
13/11/2024,9,"DATO, M.",00:30:00,12,1,2,50,4,8,50,1,1,100,0,1,1,3,0,0,3,3,3,3
13/11/2024,10,"COPESKY, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/11/2024,11,"ARAUJO, T.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/11/2024,12,"TORETTA, E.",00:25:29,4,1,2,50,0,2,0,1,5,20,1,1,2,6,0,0,2,2,1,3
13/11/2024,14,"RIVERO, C.",00:10:45,5,1,1,100,2,2,100,0,0,0,0,1,1,0,1,0,0,0,2,1
13/11/2024,15,"NATION, A.",00:31:39,9,0,0,0,3,9,33,1,6,16,3,3,6,1,2,1,2,1,2,2
13/11/2024,17,"AYALA, V.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/11/2024,23,"DANIELS, T.",00:22:27,9,1,2,50,4,6,66,0,2,0,5,1,6,0,0,0,1,1,0,3
