Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
8/11/2024,0,"MILLER, T.",00:25:35,14,4,5,80,5,6,83,0,1,0,2,7,9,1,0,0,0,1,2,4
8/11/2024,2,"CAMPOS, F.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/2024,4,"AMPRIMO, R.",00:01:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/2024,5,"BRUSSINO, J.",00:26:06,15,2,4,50,2,3,66,3,5,60,0,4,4,8,0,0,1,2,2,1
8/11/2024,6,"TABAREZ, P.",00:30:38,19,0,0,0,2,2,100,5,7,71,3,11,14,2,1,0,1,2,2,2
8/11/2024,10,"ROLFI, F.",00:19:49,6,4,4,100,1,1,100,0,4,0,0,4,4,2,0,0,2,2,2,3
8/11/2024,18,"PEREZ, A.",00:25:23,12,2,3,66,2,5,40,2,4,50,0,1,1,4,0,0,0,1,2,1
8/11/2024,32,"VASIRANI, E.",00:14:25,4,0,0,0,2,5,40,0,0,0,1,2,3,0,0,0,0,2,4,1
8/11/2024,33,"ROMANO, N.",00:13:49,10,3,5,60,2,5,40,1,2,50,0,1,1,1,0,0,1,0,0,4
8/11/2024,34,"LOUIS, A.",00:26:11,9,2,2,100,2,6,33,1,3,33,0,2,2,1,1,0,0,0,0,2
8/11/2024,41,"COGLIATI, P.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/2024,80,"ZEZULAR, F.",00:16:53,2,0,0,0,1,2,50,0,2,0,0,2,2,1,0,0,2,1,1,1
