Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
11/10/2024,1,"PAZ , E.",00:20:15,12,1,4,25,4,9,44,1,3,33,2,1,3,0,1,1,0,0,2,4
11/10/2024,2,"JENKINS, J.",00:30:48,19,1,1,100,6,9,66,2,3,66,0,7,7,2,0,0,4,2,3,2
11/10/2024,3,"CHACON, M.",00:26:23,7,0,0,0,2,5,40,1,3,33,0,2,2,2,0,1,1,0,4,2
11/10/2024,5,"DE LOS SANTOS, N.",00:19:40,13,3,3,100,2,3,66,2,2,100,0,2,2,4,0,0,1,4,4,1
11/10/2024,6,"CISNEROS, A.",00:37:07,13,4,4,100,3,7,42,1,4,25,3,9,12,1,0,0,2,0,4,2
11/10/2024,9,"DATO, M.",00:02:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11/10/2024,10,"COPESKY, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2024,11,"ARAUJO, T.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2024,12,"TORETTA, E.",00:19:01,5,0,0,0,1,1,100,1,2,50,2,3,5,3,0,0,1,3,1,3
11/10/2024,14,"RIVERO, C.",00:08:53,4,0,0,0,2,3,66,0,0,0,0,0,0,0,0,0,0,0,4,0
11/10/2024,15,"NATION, A.",00:35:00,16,5,7,71,4,8,50,1,5,20,1,1,2,0,1,0,1,2,2,4
11/10/2024,17,"AYALA, V.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
