Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
15/10/2024,2,"GONZALEZ, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/10/2024,4,"LEZCANO, E.",00:36:05,20,1,2,50,5,9,55,3,9,33,1,2,3,3,0,2,1,1,2,4
15/10/2024,5,"LADO, M.",00:17:16,8,4,6,66,2,3,66,0,0,0,4,3,7,0,0,0,0,2,3,4
15/10/2024,6,"MARTINEZ, J.",00:18:25,8,1,1,100,2,4,50,1,4,25,0,1,1,1,0,0,1,4,1,2
15/10/2024,7,"ROVERES, A.",00:06:39,3,3,3,100,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,2
15/10/2024,9,"RODRIGUEZ, F.",00:24:36,9,2,2,100,2,2,100,1,5,20,3,5,8,2,1,0,1,0,3,2
15/10/2024,10,"WOLINSKY, F.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/10/2024,12,"GALLEGOS, R.",00:23:34,5,0,0,0,1,1,100,1,6,16,0,7,7,2,0,0,0,4,5,0
15/10/2024,13,"RODRIGUEZ, C.",00:03:58,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
15/10/2024,14,"DIEZ, A.",00:24:41,6,1,2,50,1,4,25,1,4,25,1,2,3,0,0,0,1,1,2,4
15/10/2024,21,"SPANO, T.",00:26:55,5,3,3,100,1,4,25,0,3,0,0,4,4,1,0,0,0,1,4,3
15/10/2024,93,"FIERRO, M.",00:17:52,8,4,4,100,2,4,50,0,6,0,2,5,7,0,0,1,0,0,2,2
