Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
17/10/2024,0,"FRANCA, J.",00:34:35,32,7,10,70,11,17,64,1,2,50,4,10,14,2,1,1,2,0,2,8
17/10/2024,1,"WALTON, Z.",00:21:59,5,1,1,100,2,2,100,0,1,0,1,1,2,2,1,0,1,0,3,1
17/10/2024,6,"TUNDIS, L.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/10/2024,9,"FACELLO, A.",00:19:51,6,0,0,0,0,3,0,2,4,50,1,3,4,3,0,0,1,1,2,4
17/10/2024,10,"ALIENDE, G.",00:25:23,9,3,4,75,3,8,37,0,2,0,0,2,2,2,0,0,0,2,1,4
17/10/2024,11,"PEREZ, S.",00:11:39,9,1,1,100,1,1,100,2,3,66,0,1,1,0,0,0,1,0,0,1
17/10/2024,12,"MORALES, J.",00:29:32,7,0,0,0,2,3,66,1,2,50,0,0,0,2,0,0,0,0,2,1
17/10/2024,13,"MARTINEZ, C.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/10/2024,14,"MORALES, A.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/10/2024,22,"DEFELIPPO, J.",00:23:08,13,1,1,100,3,8,37,2,3,66,1,4,5,7,0,2,2,3,2,2
17/10/2024,33,"SHRIVER, D.",00:33:54,12,2,2,100,2,3,66,2,5,40,0,4,4,1,0,0,1,1,1,1
