Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
11/11/2024,1,"CLARKE, C.",00:34:05,12,1,2,50,4,5,80,1,4,25,0,10,10,0,1,0,3,2,4,1
11/11/2024,2,"INYACO, F.",00:19:09,8,0,0,0,1,2,50,2,3,66,0,2,2,1,0,0,0,0,2,0
11/11/2024,3,"FIELDS, C.",00:20:41,2,0,1,0,1,2,50,0,4,0,0,3,3,0,0,0,0,3,2,3
11/11/2024,6,"MATA, M.",00:32:45,11,3,5,60,4,5,80,0,3,0,1,5,6,4,1,0,0,5,4,4
11/11/2024,7,"CALFANI, M.",00:08:39,0,0,2,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1
11/11/2024,10,"SMANIOTTI, F.",00:10:16,3,0,0,0,0,2,0,1,2,50,0,3,3,0,0,0,0,0,0,0
11/11/2024,12,"VENEGAS, J.",00:13:29,9,2,2,100,2,4,50,1,2,50,0,0,0,2,0,1,0,1,1,4
11/11/2024,13,"BARRAL, P.",00:26:41,11,0,0,0,4,7,57,1,1,100,0,4,4,5,0,1,0,2,1,2
11/11/2024,17,"DIGON, A.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/2024,26,"LOPEZ, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/2024,30,"CHAPERO, T.",00:34:15,15,3,4,75,6,9,66,0,0,0,0,0,0,2,1,0,0,2,3,3
11/11/2024,88,"RESPAUD, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
