Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
23/10/2024,0,"FERNANDEZ, V.",00:28:21,15,0,0,0,3,4,75,3,9,33,0,2,2,4,0,0,0,1,4,2
23/10/2024,1,"THORNTON, W.",00:34:41,19,5,6,83,7,10,70,0,4,0,1,12,13,1,1,0,0,0,4,7
23/10/2024,2,"TOLOSA, F.",00:06:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23/10/2024,11,"CHAPERO, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/10/2024,12,"PINEDA, D.",00:23:45,13,7,8,87,0,0,0,2,9,22,0,3,3,0,1,0,0,0,5,3
23/10/2024,15,"CHIARAVIGLIO, N.",00:09:23,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0
23/10/2024,18,"BEDNAREK, I.",00:05:19,3,1,2,50,1,1,100,0,0,0,0,1,1,0,0,0,0,0,4,1
23/10/2024,22,"ANDUJAR, L.",00:25:57,7,2,2,100,1,2,50,1,1,100,0,4,4,3,0,0,3,1,3,2
23/10/2024,24,"WALLACE, D.",00:21:22,5,0,0,0,1,2,50,1,7,14,1,2,3,0,0,0,0,0,2,0
23/10/2024,33,"ROSSI, G.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/10/2024,35,"MARIN, A.",00:19:21,3,0,0,0,0,2,0,1,3,33,1,4,5,0,0,0,0,0,3,0
23/10/2024,50,"THOMAS, M.",00:25:33,17,13,14,92,2,7,28,0,1,0,0,4,4,1,0,0,0,0,3,9
