Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
31/10/2024,0,"FRANCA, J.",00:27:19,26,8,11,72,9,11,81,0,1,0,1,9,10,2,1,0,0,1,2,7
31/10/2024,1,"WALTON, Z.",00:18:28,6,4,4,100,1,2,50,0,3,0,0,5,5,0,0,0,1,0,1,2
31/10/2024,5,"LOCKETT, P.",00:10:17,2,0,0,0,1,4,25,0,0,0,1,3,4,0,1,1,0,0,0,1
31/10/2024,6,"RIVERO, F.",00:01:43,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
31/10/2024,9,"FACELLO, A.",00:18:33,10,4,4,100,3,4,75,0,1,0,0,2,2,1,0,0,0,1,2,5
31/10/2024,10,"ALIENDE, G.",00:25:48,2,0,0,0,1,2,50,0,2,0,0,2,2,4,0,0,1,2,1,1
31/10/2024,11,"PEREZ, S.",00:17:34,15,2,2,100,2,2,100,3,3,100,0,3,3,0,0,0,0,0,3,2
31/10/2024,12,"MORALES, J.",00:19:07,9,1,1,100,1,2,50,2,6,33,0,3,3,0,0,0,1,1,4,2
31/10/2024,14,"MORALES, A.",00:01:43,3,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,0,0,0,0
31/10/2024,15,"MAINOLDI, L.",00:19:10,6,0,0,0,0,0,0,2,6,33,0,3,3,1,1,0,0,1,1,0
31/10/2024,22,"DEFELIPPO, J.",00:18:48,9,0,0,0,0,0,0,3,6,50,2,4,6,7,0,0,0,2,0,0
31/10/2024,33,"SHRIVER, D.",00:21:32,7,0,0,0,2,2,100,1,4,25,2,4,6,3,0,0,0,0,3,0
