Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
18/10/2024,1,"BELL, R.",00:08:48,2,0,0,0,1,3,33,0,2,0,0,1,1,1,0,0,0,0,3,1
18/10/2024,3,"GUERRA, Y.",00:17:31,7,1,1,100,3,3,100,0,1,0,3,2,5,1,0,1,0,0,3,1
18/10/2024,7,"KONSZTADT, A.",00:28:23,9,1,2,50,1,2,50,2,3,66,0,5,5,1,0,0,2,6,2,2
18/10/2024,8,"CABOT, M.",00:25:54,4,1,1,100,0,0,0,1,4,25,1,1,2,2,0,0,0,1,3,1
18/10/2024,9,"BOMBINO, P.",00:26:24,5,1,2,50,2,7,28,0,0,0,0,2,2,0,0,0,0,0,2,1
18/10/2024,10,"ALESSIO, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2024,13,"HURE, D.",00:27:23,6,2,2,100,2,4,50,0,2,0,0,7,7,0,0,0,0,0,4,3
18/10/2024,14,"ASTULFI, S.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2024,16,"BORSATTI, M.",00:10:10,3,0,0,0,0,0,0,1,3,33,0,1,1,0,0,0,1,0,1,0
18/10/2024,22,"CHAMORRO, F.",00:03:33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
18/10/2024,30,"COSOLITO, M.",00:27:05,10,0,0,0,2,2,100,2,5,40,0,3,3,1,0,0,1,2,2,3
18/10/2024,85,"MITCHELL, T.",00:24:49,23,1,2,50,5,5,100,4,9,44,0,3,3,0,0,0,2,1,4,3
