Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
27/10/2024,2,"FERNANDEZ, J.",00:01:27,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
27/10/2024,3,"CORSO, M.",00:00:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/10/2024,7,"FORESTIER, V.",00:08:12,2,0,0,0,1,3,33,0,1,0,0,0,0,0,0,0,1,1,4,1
27/10/2024,8,"PRIDDY, N.",00:33:47,9,0,0,0,0,1,0,3,8,37,0,1,1,2,0,0,2,2,4,0
27/10/2024,9,"RODRIGUEZ, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/10/2024,10,"CORBALAN, J.",00:25:10,19,5,5,100,7,9,77,0,2,0,1,2,3,4,0,0,1,0,2,3
27/10/2024,11,"LUCHI, M.",00:14:05,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2
27/10/2024,12,"AGUERRE, F.",00:29:17,13,6,7,85,2,4,50,1,3,33,2,9,11,2,1,0,0,0,3,4
27/10/2024,21,"BECTON, R.",00:25:17,14,4,4,100,5,9,55,0,0,0,5,4,9,0,2,0,0,0,3,2
27/10/2024,22,"BARCO, J.",00:04:30,2,0,0,0,1,1,100,0,1,0,0,1,1,0,0,0,0,0,2,0
27/10/2024,73,"CARRERAS, X.",00:24:05,6,0,0,0,0,2,0,2,6,33,0,8,8,2,1,0,2,4,1,1
27/10/2024,91,"FIGUEREDO, D.",00:33:33,22,1,1,100,3,5,60,5,9,55,2,5,7,6,0,0,1,6,1,1
