Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
26/10/2024,2,"GONZALEZ, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/10/2024,4,"LEZCANO, E.",00:29:09,19,4,4,100,3,4,75,3,7,42,0,3,3,2,0,0,1,3,2,4
26/10/2024,5,"LADO, M.",00:17:53,6,0,0,0,3,3,100,0,0,0,2,3,5,0,0,2,1,0,3,1
26/10/2024,6,"MARTINEZ, J.",00:12:06,8,0,0,0,1,1,100,2,3,66,0,1,1,2,0,0,0,1,2,1
26/10/2024,7,"ROVERES, A.",00:06:09,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2
26/10/2024,9,"RODRIGUEZ, F.",00:15:48,2,2,2,100,0,0,0,0,1,0,1,3,4,0,0,0,1,2,3,1
26/10/2024,10,"WOLINSKY, F.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/10/2024,12,"GALLEGOS, R.",00:33:45,14,2,2,100,0,2,0,4,7,57,0,5,5,2,0,0,2,4,2,4
26/10/2024,13,"RODRIGUEZ, C.",00:01:24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
26/10/2024,14,"DIEZ, A.",00:22:07,7,1,2,50,3,4,75,0,2,0,0,1,1,2,0,1,0,2,2,1
26/10/2024,21,"SPANO, T.",00:29:42,25,3,3,100,5,8,62,4,5,80,0,0,0,1,1,0,1,1,1,6
26/10/2024,93,"FIERRO, M.",00:31:55,4,0,0,0,2,4,50,0,1,0,0,5,5,2,0,1,1,0,3,0
