Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
14/10/2024,1,"MOUSQUERE, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/10/2024,4,"AZPILICUETA, A.",00:18:27,6,1,3,33,1,2,50,1,1,100,1,2,3,0,0,0,0,0,3,2
14/10/2024,5,"TORRESI, J.",00:20:24,8,0,0,0,4,5,80,0,1,0,0,4,4,2,0,0,0,1,4,1
14/10/2024,6,"QUIROGA, N.",00:03:59,3,0,0,0,0,0,0,1,1,100,0,0,0,0,0,1,0,0,0,0
14/10/2024,8,"LATERZA, J.",00:15:26,7,0,0,0,2,4,50,1,2,50,0,0,0,5,0,0,2,2,1,0
14/10/2024,9,"CONRRADI, F.",00:24:34,10,0,2,0,2,2,100,2,4,50,0,5,5,7,0,0,1,0,0,2
14/10/2024,10,"RAMIREZ, K.",00:06:34,2,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,2,0
14/10/2024,11,"BROCAL, A.",00:28:30,12,2,2,100,2,5,40,2,6,33,0,2,2,4,0,0,0,2,1,3
14/10/2024,13,"ASCANIO, J.",00:29:06,17,2,4,50,6,8,75,1,2,50,2,3,5,2,1,0,2,1,1,4
14/10/2024,14,"ACEVEDO, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/10/2024,19,"BARREIRO, A.",00:27:06,13,2,2,100,4,6,66,1,1,100,2,7,9,1,0,0,1,1,2,3
14/10/2024,41,"VORHEES, W.",00:25:52,19,4,7,57,6,9,66,1,2,50,4,3,7,1,0,0,0,1,3,4
