Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
25/10/2024,2,"COOPER, T.",00:18:32,4,2,2,100,1,2,50,0,1,0,1,4,5,1,0,1,0,1,3,1
25/10/2024,4,"STENTA, N.",00:00:12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25/10/2024,5,"GUERRERO, J.",00:10:51,6,0,0,0,0,0,0,2,2,100,0,2,2,0,0,0,0,0,1,1
25/10/2024,8,"ANDERSON, A.",00:13:21,9,3,4,75,0,0,0,2,3,66,0,1,1,1,0,0,0,2,2,2
25/10/2024,9,"TORRIANI, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/10/2024,10,"PIÑERO, F.",00:26:39,0,0,0,0,0,0,0,0,4,0,0,2,2,8,0,0,1,1,4,1
25/10/2024,11,"VILDOZA, J.",00:29:09,10,2,2,100,4,7,57,0,5,0,0,4,4,3,0,0,1,0,4,2
25/10/2024,12,"DELIA, M.",00:29:37,25,1,3,33,12,13,92,0,0,0,2,5,7,3,1,0,0,0,2,6
25/10/2024,17,"VEGA, S.",00:31:45,18,5,5,100,5,8,62,1,5,20,0,6,6,2,1,0,1,3,4,5
25/10/2024,19,"IBARGUEN, A.",00:10:23,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,1,0,2,1,2
25/10/2024,44,"CUELLO, M.",00:29:31,11,0,0,0,4,7,57,1,1,100,0,3,3,4,0,0,0,3,1,2
25/10/2024,77,"CIFUENTES, F.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
