Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
11/10/2024,0,"FERNANDEZ, V.",00:33:27,13,5,6,83,1,1,100,2,8,25,1,6,7,1,0,2,0,5,2,5
11/10/2024,1,"THORNTON, W.",00:33:18,14,6,8,75,1,4,25,2,5,40,4,6,10,2,0,2,0,3,4,6
11/10/2024,2,"TOLOSA, F.",00:02:37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
11/10/2024,11,"CHAPERO, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2024,15,"CHIARAVIGLIO, N.",00:08:47,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,1,0,1,0
11/10/2024,18,"BEDNAREK, I.",00:35:29,0,0,0,0,0,3,0,0,0,0,1,3,4,1,0,0,1,0,5,1
11/10/2024,19,"AMAN, G.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2024,22,"ANDUJAR, L.",00:15:30,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,2,2,2
11/10/2024,24,"WALLACE, D.",00:35:32,21,3,4,75,6,8,75,2,6,33,2,3,5,0,0,0,0,0,3,4
11/10/2024,25,"CAUMO, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2024,33,"ROSSI, G.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2024,50,"THOMAS, M.",00:35:21,27,15,16,93,6,10,60,0,3,0,0,5,5,1,0,0,1,0,1,9
