Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
9/11/2024,2,"SALOMON, N.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/2024,3,"BASUALDO, I.",00:23:34,2,0,0,0,1,3,33,0,0,0,3,4,7,2,0,0,2,2,4,1
9/11/2024,5,"NESCI, V.",00:03:46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9/11/2024,6,"ROCA, T.",00:12:34,4,0,0,0,2,2,100,0,4,0,0,2,2,0,0,0,0,0,4,0
9/11/2024,8,"LATORRE, L.",00:31:07,9,2,2,100,2,4,50,1,4,25,1,3,4,2,0,0,1,3,0,3
9/11/2024,9,"VALDIVIESO, A.",00:22:16,4,0,1,0,2,3,66,0,1,0,0,2,2,2,0,0,0,1,2,2
9/11/2024,10,"ACTIS, J.",00:03:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9/11/2024,13,"CORDOBA, G.",00:21:17,6,0,0,0,0,0,0,2,5,40,0,2,2,1,0,0,0,1,1,1
9/11/2024,16,"LUGO, S.",00:29:52,5,0,0,0,1,1,100,1,9,11,0,4,4,1,0,0,2,3,2,0
9/11/2024,17,"ALORDA, F.",00:24:20,9,1,3,33,4,8,50,0,0,0,1,3,4,1,0,0,1,3,4,2
9/11/2024,77,"GRUN, F.",00:27:27,22,1,2,50,3,4,75,5,12,41,0,2,2,3,0,0,2,1,2,3
