Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
11/10/2024,1,"CLARKE, C.",00:33:56,17,2,2,100,6,9,66,1,3,33,2,5,7,0,0,1,1,5,0,3
11/10/2024,2,"INYACO, F.",00:24:39,10,0,0,0,2,2,100,2,3,66,0,2,2,0,0,0,3,2,3,0
11/10/2024,3,"FIELDS, C.",00:13:10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
11/10/2024,7,"CALFANI, M.",00:12:04,6,2,2,100,2,3,66,0,0,0,0,0,0,0,0,0,2,0,2,2
11/10/2024,10,"SMANIOTTI, F.",00:19:47,5,0,0,0,1,3,33,1,6,16,0,4,4,0,0,0,1,1,3,1
11/10/2024,12,"VENEGAS, J.",00:21:26,18,8,8,100,2,3,66,2,5,40,0,3,3,2,0,0,1,0,1,7
11/10/2024,13,"BARRAL, P.",00:18:34,16,3,5,60,5,7,71,1,4,25,0,0,0,3,0,1,0,1,4,2
11/10/2024,17,"DIGON, A.",00:00:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2024,20,"SCHATTMANN, C.",00:28:09,13,5,6,83,1,2,50,2,4,50,0,3,3,0,0,0,0,2,4,6
11/10/2024,26,"LOPEZ, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2024,30,"CHAPERO, T.",00:27:56,6,2,4,50,2,2,100,0,0,0,1,3,4,1,2,0,0,1,1,3
11/10/2024,88,"RESPAUD, J.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
